,Unnamed: 0.1,start,end,strand,utr5,genes,utrs,Osize,newRPK
2012,argD,3486981,3488242,1,argD-,['argD'],['argD-'],1,34.392107935644404
2013,yhfG-fic-pabA,3488287,3489670,1,yhfG-,"['yhfG', 'fic', 'pabA']","['yhfG-', 'fic-pabA']",3,12.827586452328877
2014,ppiA,3489746,3490356,1,ppiA-,['ppiA'],['ppiA-'],1,50.2984367613353
2015,tsgA,3490589,3491770,0,,['tsgA'],,1,2.0915800517386747
2016,nirBDC-cysG,3492008,3497222,0,nirB - ,"['nirB', 'nirD', 'nirC', 'cysG']","['nirB-', 'nirD-nirC', 'nirC-cysG']",4,7.334743706820759
2017,yhfL,3497469,3497636,0,,['yhfL'],,1,1.1760152522788125
2018,frlABCDR,3497931,3502804,0,,"['frlA', 'frlB', 'frlC', 'frlD', 'frlR']","['frlA-frlB', 'frlB-frlC', 'frlD-frlR']",5,3.220357752984704
2019,yhfXW-php-yhfUTS,3502956,3508997,1,,"['yhfX', 'yhfW', 'php', 'yhfU', 'yhfT', 'yhfS']","['php-yhfU', 'yhfU-yhfT', 'yhfT-yhfS']",6,4.066788009205884
2020,yhfZY,3509081,3510365,1,,"['yhfZ', 'yhfY']",['yhfZ-yhfY'],2,3.61747934938968
2021,aroKB-damX-dam-rpe-gph-trpS,3510655,3517401,1,aroK-,"['aroK', 'aroB', 'damX', 'dam', 'rpe', 'gph', 'trpS']","['aroK-', 'aroK-aroB', 'aroB-damX', 'damX-dam', 'dam-rpe']",7,89.52471796259111
2022,hofQ,3517486,3518724,1,,['hofQ'],,1,1.5712462292479705
2023,hofMNOP,3518636,3520772,1,,"['hofM', 'hofN', 'hofO', 'hofP']",,4,2.6872013139380138
2024,mrcA,3520892,3523444,0,,['mrcA'],,1,19.720704187115885
2025,nudE,3523610,3524253,1,nudE-,['nudE'],['nudE-'],1,25.23106568982713
2026,yrfF,3524490,3526625,0,,['yrfF'],,1,7.767114202459343
2027,yrfG-hslRO,3526690,3528673,0,,"['yrfG', 'hslR', 'hslO']","['yrfG-hslR', 'hslR-hslO']",3,33.06868928100973
2028,yhgE,3528736,3530460,1,,['yhgE'],,1,5.691013138275043
2029,pck,3530811,3532461,0,pck - ,['pck'],['pck-'],1,92.32661841915314
2030,ompR-envZ,3532537,3534706,1,ompR-,"['ompR', 'envZ']",['ompR-'],2,89.69074899146474
2031,greB,3534833,3535309,0,,['greB'],,1,1.9566017800050146
2032,yhgF,3535289,3537727,0,yhgF - ,['yhgF'],['yhgF-'],1,27.970324135774923
2033,feoABC,3538079,3540985,0,feoA - ,"['feoA', 'feoB', 'feoC']","['feoA-', 'feoA-feoB']",3,16.868051443344942
2034,yhgA,3541188,3542066,0,,['yhgA'],,1,0.6612838167309321
2035,bioH,3542095,3542896,1,bioH-,['bioH'],['bioH-'],1,27.23664205244263
2036,gntX-nfuA,3542903,3544220,0,,"['gntX', 'nfuA']",['gntX-nfuA'],2,30.279028055913503
2037,gntT,3544580,3545896,0,,['gntT'],,1,12.725225101614733
2038,malPQ,3546007,3550531,1,malP-,"['malP', 'malQ']","['malP-', 'malP-malQ']",2,115.53819893295328
2039,malT,3551045,3553811,0,malT - ,['malT'],['malT-'],1,40.94077719452251
2040,rtcBA,3553854,3556100,1,,"['rtcB', 'rtcA']",['rtcB-rtcA'],2,9.997401342986544
2041,rtcR,3556289,3557887,0,,['rtcR'],,1,0.5210794072458838
2042,glpEGR,3557869,3559845,1,,"['glpE', 'glpG', 'glpR']","['glpE-glpG', 'glpG-glpR']",3,64.05507133859678
2043,glpD,3560035,3561540,0,,['glpD'],,1,498.6208304930126
2044,yzgL,3561746,3562027,1,,['yzgL'],,1,7.541004682568919
2045,glgBXCAP,3562156,3571524,1,,"['glgB', 'glgX', 'glgC', 'glgA', 'glgP']","['glgX-glgC', 'glgA-glgP']",5,41.043102542764764
2046,asd,3571797,3572900,1,,['asd'],,1,99.16642213499485
2047,yhgN,3573093,3573686,0,,['yhgN'],,1,9.845738869468914
2048,gntRKU,3573743,3576748,1,,"['gntR', 'gntK', 'gntU']","['gntR-gntK', 'gntK-gntU']",3,19.28806040580819
2049,yhhW,3576972,3577695,1,yhhW-,['yhhW'],['yhhW-'],1,8.142776331443105
2050,yhhX,3577790,3578851,1,yhhX-,['yhhX'],['yhhX-'],1,7.184969170210002
2051,ryhB,3578949,3579038,1,,['ryhB'],,1,18.843079779473776
2052,yhhY,3579160,3579648,0,,['yhhY'],,1,0.48712810345447904
2053,yhhZ-yrhA-insA-6AB-6B-6,3579885,3582202,0,,"['yhhZ', 'yrhA', 'insA-6', 'insAB-6', 'insB-6']",['yrhA-insA-6'],5,0.5765633200568883
2054,yrhB,3582781,3583065,0,,['yrhB'],,1,0.18109200898597216
2055,ggt,3583103,3584845,1,,['ggt'],,1,4.820897283382091
2056,yhhA,3584942,3585405,0,yhhA - ,['yhhA'],['yhhA-'],1,1.1614336985271527
2057,ugpBAECQ,3585392,3590347,1,,"['ugpB', 'ugpA', 'ugpE', 'ugpC', 'ugpQ']","['ugpB-ugpA', 'ugpE-ugpC']",5,8.669082456389875
2058,livKHMGF,3590746,3595745,1,livK-,"['livK', 'livH', 'livM', 'livG', 'livF']","['livK-', 'livK-livH', 'livG-livF']",5,8.761069181287894
2059,panZ,3596006,3596389,0,,['panZ'],,1,19.963102172999207
2060,livJ,3596577,3597783,1,livJ-,['livJ'],['livJ-'],1,0.7585012955942194
2061,rpoH,3597951,3598892,1,rpoH-,['rpoH'],['rpoH-'],1,146.95258307070702
2062,ftsYEX,3599050,3602265,1,,"['ftsY', 'ftsE', 'ftsX']",['ftsY-ftsE'],3,84.54056084948857
2063,rsmD-yhhL,3602415,3603270,0,,"['rsmD', 'yhhL']",,2,9.597194901900378
2064,yhhM,3603273,3603632,1,,['yhhM'],,1,23.15095123471559
2065,yhhN,3603722,3604399,0,yhhN - ,['yhhN'],['yhhN-'],1,24.267587341450948
2066,zntA,3604444,3606671,0,zntA - ,['zntA'],['zntA-'],1,52.763300331809816
2067,tusA,3606773,3607018,1,,['tusA'],,1,120.0274263612296
2068,yhhQ,3607239,3607904,0,,['yhhQ'],,1,1.3801003475574574
2069,dcrB,3607939,3608534,0,dcrB - ,['dcrB'],['dcrB-'],1,16.141888289118288
2070,yhhS,3608538,3609781,1,yhhS-,['yhhS'],['yhhS-'],1,38.825941267234846
2071,yhhT,3609887,3610936,0,,['yhhT'],,1,2.130372480837329
2072,acpT,3610991,3611578,0,,['acpT'],,1,27.10816434411927
2073,nikABCDER,3611689,3617011,0,,"['nikA', 'nikB', 'nikC', 'nikD', 'nikE', 'nikR']",['nikE-nikR'],6,2.7645219951821596
2074,rhsB,3617186,3621449,0,rhsB - ,['rhsB'],['rhsB-'],1,3.0659129020212728
2075,yhhH,3621421,3621804,0,,['yhhH'],,1,0.01642042572995682
2076,yrhC,3621909,3622154,0,,['yrhC'],,1,0.024112957603087445
2077,yhhI,3622400,3623536,0,,['yhhI'],,1,0.09974016593489494
2078,yhiI-rbbA-yhhJ,3623701,3628952,1,yhiI-,"['yhiI', 'rbbA', 'yhhJ']",['yhiI-'],3,54.327158187065145
2079,yhiJ,3628990,3630612,1,,['yhiJ'],,1,0.21489274757064133
2080,yhiK,3630874,3631266,1,,['yhiK'],,1,0.11257067242964748
2081,yhiL,3631242,3632480,1,,['yhiL'],,1,0.0564944296393506
2082,yhiM,3632863,3633915,0,,['yhiM'],,1,0.6036423644855914
2083,yhiN,3634230,3635432,1,,['yhiN'],,1,20.90043436452528
2084,pitA,3635664,3637163,0,,['pitA'],,1,162.9586908927664
2085,uspB,3637407,3637868,1,uspB-,['uspB'],['uspB-'],1,45.32203550278108
2086,uspA,3637959,3638567,0,uspA - ,['uspA'],['uspA-'],1,50.95993233373531
2087,dtpB,3638884,3640353,0,,['dtpB'],,1,12.20037383505622
2088,prlC-rsmJ,3640402,3643271,1,prlC-,"['prlC', 'rsmJ']","['prlC-', 'prlC-rsmJ']",2,93.66295954180313
2089,rlmJ,3643407,3644249,0,,['rlmJ'],,1,3.813572995468427
2090,gor,3644321,3645673,0,,['gor'],,1,16.5289577723967
2091,dinQ,3645727,3646004,1,dinQ-,['dinQ'],['dinQ-'],1,448.09354958496846
2092,agrA,3646085,3646168,0,,['agrA'],,1,1.8093397782105225
2093,agrB,3646316,3646399,0,,['agrB'],,1,1.262200767221231
2094,arsRBC,3646550,3648684,0,,"['arsR', 'arsB', 'arsC']","['arsR-arsB', 'arsB-arsC']",3,2.2667218850713096
2095,yhiS_1,3649313,3650095,0,,['yhiS_1'],,1,0.043664771085399026
2096,insH-11,3650204,3651290,1,insH-11-,['insH-11'],['insH-11-'],1,29.89028910341779
2097,slp-dctR,3651958,3653235,0,slp - ,"['slp', 'dctR']","['slp-', 'slp-dctR']",2,0.6435550585096095
2098,hdeAB-yhiD,3653277,3654813,1,hdeA-,"['hdeA', 'hdeB', 'yhiD']","['hdeA-', 'hdeA-hdeB', 'hdeB-yhiD']",3,1.7501433205014874
2099,hdeD,3654982,3655589,0,hdeD - ,['hdeD'],['hdeD-'],1,1.961078961564153
2100,gadE-mdtEF,3655822,3661549,0,gadE - ,"['gadE', 'mdtE', 'mdtF']","['gadE-', 'gadE-mdtE', 'mdtE-mdtF']",3,1.0595995738820456
2101,arrS,3656008,3656076,1,,['arrS'],,1,0.3425393480899755
2102,gadAXW,3661912,3665602,1,,"['gadA', 'gadX', 'gadW']","['gadA-gadX', 'gadX-gadW']",3,1.006685996284366
2103,gadY,3662886,3662990,0,,['gadY'],,1,6.592357839724634
2104,yhjA,3665813,3667210,1,,['yhjA'],,1,1.5021451751695618
2105,treF,3667614,3669263,0,,['treF'],,1,2.2114768415498283
2106,yhjB,3669314,3669916,1,,['yhjB'],,1,0.7713580612524933
2107,yhjC,3670364,3671335,0,,['yhjC'],,1,1.3004917112553862
2108,yhjD,3671353,3672397,0,yhjD - ,['yhjD'],['yhjD-'],1,3.2445490208909145
2109,yhjE,3672808,3674130,0,,['yhjE'],,1,0.609873945982708
2110,yhjG,3674312,3676402,1,yhjG-,['yhjG'],['yhjG-'],1,3.767720708214754
2111,yhjH,3676442,3677209,1,,['yhjH'],,1,0.8739316450542771
2112,kdgK,3677414,3678370,0,kdgK - ,['kdgK'],['kdgK-'],1,34.59465130172275
2113,yhjJ,3678466,3679962,1,,['yhjJ'],,1,27.17646920815705
2114,dctA,3680183,3681469,1,,['dctA'],,1,484.0736237560164
2115,yhjK,3681652,3683601,1,,['yhjK'],,1,14.136116953395245
2116,bcsABZC,3683722,3693258,1,,"['bcsA', 'bcsB', 'bcsZ', 'bcsC']","['bcsA-bcsB', 'bcsB-bcsZ']",4,6.515380339022169
2117,bcsQ,3693255,3693983,1,,['bcsQ'],,1,14.978141725161452
2118,yhjR,3694019,3694207,1,,['yhjR'],,1,64.26602330754812
2119,bcsEFG,3694419,3697915,0,bcsE - ,"['bcsE', 'bcsF', 'bcsG']",['bcsE-'],3,4.90605027511101
2120,ldrD,3698002,3698109,1,,['ldrD'],,1,365.0851383439357
2121,rdlD,3698158,3698221,0,,['rdlD'],,1,5.036327020552536
2122,yhjV,3698585,3699856,0,,['yhjV'],,1,1.30434406771103
2123,dppABCDF,3699886,3705893,1,dppA-,"['dppA', 'dppB', 'dppC', 'dppD', 'dppF']","['dppA-', 'dppA-dppB', 'dppB-dppC', 'dppC-dppD']",5,56.22520945035592
2124,proK,3706638,3706714,1,,['proK'],,1,293.68505854043764
2125,eptB,3706806,3708497,1,,['eptB'],,1,13.420856003133428
2126,yhjX,3708821,3710029,1,,['yhjX'],,1,3.358568849536568
2127,yhjY,3710258,3710956,1,,['yhjY'],,1,2.9242375941423133
2128,tag-yiaC,3711033,3712114,0,tag - ,"['tag', 'yiaC']",['tag-'],2,2.3995823384891253
2129,bisC,3712083,3714416,1,,['bisC'],,1,21.790420525405526
2130,yiaD,3714569,3715228,0,,['yiaD'],,1,11.408535841298699
2131,ghrB,3715309,3716306,0,ghrB - ,['ghrB'],['ghrB-'],1,6.160080848003097
2132,yiaF,3716356,3717066,1,,['yiaF'],,1,75.27344483674133
2133,yiaG,3717500,3717790,0,,['yiaG'],,1,0.8500350940991961
2134,cspA,3717907,3718283,0,cspA - ,['cspA'],['cspA-'],1,9.88354571342343
2135,hokA,3718470,3718622,1,,['hokA'],,1,1.539503978058818
2136,insJ,3718702,3719223,0,,['insJ'],,1,1.1367156800592402
2137,insK,3719176,3720071,0,,['insK'],,1,0.48719142499103635
2138,glyQS,3720350,3723376,1,glyQ-,"['glyQ', 'glyS']","['glyQ-', 'glyQ-glyS']",2,247.6755429887025
2139,ysaB,3723435,3723734,1,,['ysaB'],,1,1.032946434129104
2140,wecH,3723909,3724904,0,,['wecH'],,1,1.1034760563366037
2141,yiaA,3724946,3725383,1,,['yiaA'],,1,0.3908762582041827
2142,yiaB,3725429,3725770,1,,['yiaB'],,1,0.2480829286661541
2143,xylAB,3725939,3728787,1,,"['xylA', 'xylB']",['xylA-xylB'],2,7.462578434820019
2144,xylFGHR,3729153,3734179,0,,"['xylF', 'xylG', 'xylH', 'xylR']","['xylF-xylG', 'xylH-xylR']",4,0.6794301290669905
2145,bax,3734375,3735262,1,bax-,['bax'],['bax-'],1,13.668231923644896
2146,malS,3735519,3737549,0,,['malS'],,1,1.3142118590327678
2147,avtA,3737727,3738980,0,,['avtA'],,1,12.161881578392544
2148,ysaA,3739131,3739627,1,ysaA-,['ysaA'],['ysaA-'],1,7.485765103275079
2149,yiaJ,3739706,3740554,1,,['yiaJ'],,1,15.397521813076184
2150,yiaKLMNO-lyxK-sgbHUE,3740755,3748803,0,,"['yiaK', 'yiaL', 'yiaM', 'yiaN', 'yiaO', 'lyxK', 'sgbH', 'sgbU', 'sgbE']","['yiaK-yiaL', 'yiaL-yiaM', 'yiaM-yiaN', 'yiaN-yiaO', 'yiaO-lyxK']",9,1.3950528583318516
2151,yiaT,3749150,3749890,1,,['yiaT'],,1,2.008244938482664
2152,yiaU,3750014,3750988,0,,['yiaU'],,1,1.5134501490843373
2153,yiaWV,3750985,3752450,1,,"['yiaW', 'yiaV']",['yiaW-yiaV'],2,0.8619890599829884
2154,aldB,3752995,3754533,1,,['aldB'],,1,1.651260974931333
2155,yiaY,3754698,3755849,1,,['yiaY'],,1,0.3920965454409558
2156,selAB,3756039,3759322,1,selA-,"['selA', 'selB']",['selA-'],2,50.224770400177206
2157,yibF,3759369,3759977,1,,['yibF'],,1,23.903069510330802
2158,rhsA-yibA,3760205,3765201,0,,"['rhsA', 'yibA']",['rhsA-yibA'],2,2.243664655764589
2159,yibJ,3765243,3765944,0,,['yibJ'],,1,2.4466611069030035
2160,yibG,3766199,3766660,0,,['yibG'],,1,0.0
2161,yibIH,3768265,3769766,1,,"['yibI', 'yibH']",['yibI-yibH'],2,7.014279358829925
2162,mtlADR,3770211,3774181,0,mtlA - ,"['mtlA', 'mtlD', 'mtlR']","['mtlA-', 'mtlA-mtlD']",3,19.08509193032965
2163,yibT,3774193,3774402,1,,['yibT'],,1,25.67071013332955
2164,yibL,3774658,3775049,0,yibL - ,['yibL'],['yibL-'],1,2.726639618353429
2165,lldPRD,3775421,3779039,0,,"['lldP', 'lldR', 'lldD']",,3,183.8617191764939
2166,trmL,3779237,3779710,0,,['trmL'],,1,12.578665050651232
2167,cysE,3779763,3780584,1,,['cysE'],,1,96.2099032944541
2168,secB-gpsA,3780664,3782261,1,secB-,"['secB', 'gpsA']",['secB-'],2,226.40794248343835
2169,grxC,3782213,3782535,1,grxC-,['grxC'],['grxC-'],1,55.119127632960925
2170,yibN,3782606,3783077,1,yibN-,['yibN'],['yibN-'],1,111.79926634549987
2171,gpmM-envC-yibQ,3783208,3787082,0,gpmM - ,"['gpmM', 'envC', 'yibQ']","['gpmM-', 'gpmM-envC', 'envC-yibQ']",3,14.699948939437421
2172,waaH,3787069,3788103,1,,['waaH'],,1,0.7480239609999039
2173,kbl-tdh,3788342,3790573,1,,"['kbl', 'tdh']",['kbl-tdh'],2,294.13635188396086
2174,htrL,3790848,3791734,1,htrL-,['htrL'],['htrL-'],1,3.077526865175508
2175,rfaD-waaFCL,3791957,3796229,0,rfaD - ,"['rfaD', 'waaF', 'waaC', 'waaL']","['rfaD-', 'rfaD-waaF', 'waaF-waaC', 'waaC-waaL']",4,14.585730150217639
2176,waaQGPSBIJYZU,3796261,3806120,1,,"['waaQ', 'waaG', 'waaP', 'waaS', 'waaB', 'waaI', 'waaJ', 'waaY', 'waaZ', 'waaU']","['waaP-waaS', 'waaS-waaB', 'waaI-waaJ', 'waaJ-waaY', 'waaY-waaZ', 'waaZ-waaU']",10,1.7843396993579406
2177,waaA-coaD,3806562,3808326,0,,"['waaA', 'coaD']",['waaA-coaD'],2,21.733410202749397
2178,yicR-rpmBG-mutM,3808365,3810581,1,,"['yicR', 'rpmB', 'rpmG', 'mutM']","['yicR-rpmB', 'rpmB-rpmG', 'rpmG-mutM']",4,216.21835738110335
2179,dfp,3810753,3811973,0,,['dfp'],,1,23.2262646871705
2180,dut-slmA,3811954,3813112,0,,"['dut', 'slmA']",['dut-slmA'],2,50.64395669058859
2181,rph-pyrE,3813149,3814571,1,,"['rph', 'pyrE']",['rph-pyrE'],2,63.553844069854215
2182,yicC,3814670,3815561,0,yicC - ,['yicC'],['yicC-'],1,6.678523407202289
2183,dinD,3815723,3816606,0,dinD - ,['dinD'],['dinD-'],1,0.2740072891641824
2184,yicG,3816896,3817513,0,,['yicG'],,1,95.7431295556876
2185,ligB,3817510,3819192,1,,['ligB'],,1,1.1120173557403645
2186,gmk,3819406,3820073,0,gmk - ,['gmk'],['gmk-'],1,11.292673100170376
2187,rpoZ-spoT-trmH-recG,3820007,3825313,0,rpoZ - ,"['rpoZ', 'spoT', 'trmH', 'recG']","['rpoZ-', 'rpoZ-spoT', 'spoT-trmH', 'trmH-recG']",4,25.254575305620143
2188,gltS,3825482,3826787,1,gltS-,['gltS'],['gltS-'],1,55.41983212833508
2189,xanP,3826967,3828358,0,,['xanP'],,1,30.49167782782019
2190,yicH,3828453,3830188,0,yicH - ,['yicH'],['yicH-'],1,13.298577416984015
2191,yicJI,3830241,3833951,1,,"['yicJ', 'yicI']",['yicJ-yicI'],2,2.5370239807700754
2192,selC,3834244,3834338,0,,['selC'],,1,441.8422136785122
2193,setC,3834975,3836159,0,,['setC'],,1,0.21130478198410146
2194,yicL,3836270,3837193,0,,['yicL'],,1,2.2978423098254996
2195,nlpA,3837197,3838039,1,nlpA-,['nlpA'],['nlpA-'],1,1.5231055819745518
2196,yicS,3838237,3838530,0,,['yicS'],,1,0.07895705239886115
2197,nepI,3838571,3839761,1,,['nepI'],,1,6.301333169292897
2198,yicN,3839972,3840443,1,yicN-,['yicN'],['yicN-'],1,13.027743871265246
2199,adeQ,3840477,3841811,1,,['adeQ'],,1,2.1244380501817317
2200,adeD,3841986,3843752,0,,['adeD'],,1,4.113334095218664
2201,uhpT,3843798,3845189,1,,['uhpT'],,1,4.310353048330596
2202,ivbL-ilvBN-uhpABC,3845327,3851038,1,ivbL-,"['ivbL', 'ilvB', 'ilvN', 'uhpA', 'uhpB', 'uhpC']","['ivbL-', 'ivbL-ilvB', 'ilvB-ilvN', 'ilvN-uhpA', 'uhpB-uhpC']",6,59.467691166059446
2203,istR-1,3851140,3851214,1,,['istR-1'],,1,1.613389606371144
2204,istR-2,3851140,3851279,1,,['istR-2'],,1,1.8685960591318538
2205,tisB,3851575,3851664,0,,['tisB'],,1,51.486670591020776
2206,emrD,3851944,3853128,0,,['emrD'],,1,50.55635408865725
2207,yidHGF,3853136,3854436,1,yidH-,"['yidH', 'yidG', 'yidF']",['yidH-'],3,13.251399894173728
2208,yidI,3854417,3854886,0,yidI - ,['yidI'],['yidI-'],1,1.5138033181317894
2209,yidKJ,3854933,3858138,1,,"['yidK', 'yidJ']",,2,1.740496523186918
2210,yidL,3858275,3859198,0,,['yidL'],,1,0.18334009542296378
2211,glvCBG-ysdC,3859195,3861625,1,,"['glvC', 'glvB', 'glvG', 'ysdC']",['glvC-glvB'],4,2.1478664830805076
2212,yidP,3861921,3862637,0,,['yidP'],,1,0.3494229952822722
2213,yidE,3862634,3864295,1,,['yidE'],,1,38.49859703199621
2214,ibpAB,3864491,3865444,1,,"['ibpA', 'ibpB']",['ibpA-ibpB'],2,61.36520701913447
2215,yidQ,3865750,3866082,0,,['yidQ'],,1,25.1653889077762
2216,yidR,3866084,3867331,1,,['yidR'],,1,7.681250640163114
2217,cbrA,3867399,3868463,0,,['cbrA'],,1,0.3851024114104978
2218,dgoRKADT,3868460,3873208,1,dgoR-,"['dgoR', 'dgoK', 'dgoA', 'dgoD', 'dgoT']","['dgoR-', 'dgoD-dgoT']",5,7.194147467761059
2219,yidX,3873460,3874116,0,,['yidX'],,1,0.32773092557865446
2220,yidA,3874162,3874999,1,yidA-,['yidA'],['yidA-'],1,11.669715658200797
2221,yidB,3875089,3875487,1,,['yidB'],,1,7.516912738584468
2222,gyrB,3875727,3878174,1,gyrB-,['gyrB'],['gyrB-'],1,106.12881280219158
2223,dnaAN-recF,3878170,3881983,1,dnaA-,"['dnaA', 'dnaN', 'recF']","['dnaA-', 'dnaA-dnaN']",3,80.4885590270049
2224,rpmH-rnpA,3882260,3882874,0,rpmH - ,"['rpmH', 'rnpA']","['rpmH-', 'rpmH-rnpA']",2,320.5529497034087
2225,mnmE,3884850,3886214,0,,['mnmE'],,1,33.99057478363906
2226,tnaCAB,3886433,3889505,0,tnaC - ,"['tnaC', 'tnaA', 'tnaB']","['tnaC-', 'tnaC-tnaA', 'tnaA-tnaB']",3,312.60533111089353
2227,mdtL,3889637,3890812,0,,['mdtL'],,1,8.497494605050877
2228,yidZ,3890787,3891746,0,,['yidZ'],,1,8.045376117206281
2229,yieEF,3891874,3893240,0,yieE - ,"['yieE', 'yieF']","['yieE-', 'yieE-yieF']",2,4.028042143306242
2230,adeP,3893294,3894631,1,,['adeP'],,1,232.4528062303037
2231,yieH,3894796,3895461,0,,['yieH'],,1,1.338372632389172
2232,cbrBC,3895528,3896631,0,,"['cbrB', 'cbrC']",['cbrB-cbrC'],2,1.125790734104093
2233,bglH-yieLK,3896693,3900242,1,,"['bglH', 'yieL', 'yieK']",['yieL-yieK'],3,0.8323112374234355
2234,bglGFB,3900311,3904589,1,,"['bglG', 'bglF', 'bglB']","['bglG-bglF', 'bglF-bglB']",3,0.5576411930159348
2235,pstSCAB-phoU,3904875,3909547,1,,"['pstS', 'pstC', 'pstA', 'pstB', 'phoU']","['pstS-pstC', 'pstA-pstB', 'pstB-phoU']",5,24.395553056416087
2236,glmUS,3909861,3913348,1,glmU-,"['glmU', 'glmS']","['glmU-', 'glmU-glmS']",2,66.16821774422027
2237,atpIBEFHAGDC,3913575,3920462,1,,"['atpI', 'atpB', 'atpE', 'atpF', 'atpH', 'atpA', 'atpG', 'atpD', 'atpC']","['atpI-atpB', 'atpB-atpE', 'atpE-atpF', 'atpF-atpH', 'atpH-atpA', 'atpA-atpG', 'atpG-atpD', 'atpD-atpC']",9,957.9643174648938
2238,asnC-mioC-mnmG-rsmG,3921079,3925025,1,,"['asnC', 'mioC', 'mnmG', 'rsmG']","['asnC-mioC', 'mioC-mnmG', 'mnmG-rsmG']",4,52.20901327880558
2239,asnA,3925153,3926169,0,asnA - ,['asnA'],['asnA-'],1,28.675656997336034
2240,ravA-viaA,3926174,3929180,1,ravA-,"['ravA', 'viaA']",['ravA-'],2,6.390501447070983
2241,kup,3929279,3931206,0,kup - ,['kup'],['kup-'],1,13.300420684980114
2242,rbsDACBKR,3931373,3937241,0,,"['rbsD', 'rbsA', 'rbsC', 'rbsB', 'rbsK', 'rbsR']","['rbsD-rbsA', 'rbsA-rbsC', 'rbsC-rbsB', 'rbsB-rbsK', 'rbsK-rbsR']",6,43.91289375138312
2243,yieP-hsrA,3937207,3939376,1,yieP-,"['yieP', 'hsrA']","['yieP-', 'yieP-hsrA']",2,3.6919026932908516
2244,rrsC-gltU-rrlC-rrfC,3939715,3944841,0,rrsC - ,"['rrsC', 'gltU', 'rrlC', 'rrfC']","['rrsC-', 'rrsC-gltU', 'gltU-rrlC', 'rrlC-rrfC']",4,5769.739025751258
2245,aspT,3944845,3944970,0,aspT - ,['aspT'],['aspT-'],1,197524.2668604269
2246,trpT,3944979,3945054,0,,['trpT'],,1,4215.647432551287
2247,hdfR,3945150,3945989,1,,['hdfR'],,1,2.8431759213753343
2248,yifE,3946072,3946446,0,yifE - ,['yifE'],['yifE-'],1,33.106785484819966
2249,yifB,3946471,3948021,1,,['yifB'],,1,0.5075006217022857
2250,ilvLXG_1G_2MEDA,3948312,3954897,0,ilvL - ,"['ilvL', 'ilvX', 'ilvG_1', 'ilvG_2', 'ilvM', 'ilvE', 'ilvD', 'ilvA']","['ilvL-', 'ilvL-ilvX', 'ilvX-ilvG_1', 'ilvG_1-ilvG_2', 'ilvM-ilvE', 'ilvE-ilvD', 'ilvD-ilvA']",8,27.191814567421694
2251,ilvY,3954949,3955886,1,ilvY-,['ilvY'],['ilvY-'],1,66.73417368168028
2252,ilvC,3955938,3957467,0,ilvC - ,['ilvC'],['ilvC-'],1,0.9182349767322516
2253,ppiC,3957554,3957863,1,ppiC-,['ppiC'],['ppiC-'],1,70.57460868216148
2254,yifNO,3958034,3958482,1,,"['yifN', 'yifO']",,2,1.649376549154849
2255,rep,3958699,3960720,0,,['rep'],,1,9.409309987422775
2256,gpp,3960767,3962362,1,gpp-,['gpp'],['gpp-'],1,22.840969927708255
2257,rhlB,3962387,3963652,1,,['rhlB'],,1,58.414589813351704
2258,trxA,3963672,3964112,0,trxA - ,['trxA'],['trxA-'],1,64.29179931433654
2259,rhoL-rho,3964184,3965698,0,rhoL - ,"['rhoL', 'rho']","['rhoL-', 'rhoL-rho']",2,34.50333123076834
2260,rfe-wzzE-rffEDGHCA-wzxE-rffT-wzyE-rffM,3965750,3978718,0,rfe - ,"['rfe', 'wzzE', 'rffE', 'rffD', 'rffG', 'rffH', 'rffC', 'rffA', 'wzxE', 'rffT', 'wzyE', 'rffM']","['rfe-', 'rfe-wzzE', 'wzzE-rffE', 'rffG-rffH', 'rffH-rffC', 'rffC-rffA', 'rffA-wzxE', 'wzyE-rffM']",12,29.700145451859036
2261,yifK,3978909,3980294,0,,['yifK'],,1,16.628968559294766
2262,argX-hisR-leuT-proM,3980381,3980833,0,argX - ,"['argX', 'hisR', 'leuT', 'proM']","['argX-', 'argX-hisR', 'hisR-leuT', 'leuT-proM']",4,3319.835530954512
2263,aslB,3980980,3982215,0,,['aslB'],,1,1.6155478824759186
2264,aslA,3982374,3984029,1,,['aslA'],,1,4.167684055375361
2265,glmZ,3984451,3984625,0,glmZ - ,['glmZ'],['glmZ-'],1,884.9167473574626
2266,hemCDXY,3984708,3988813,1,hemC-,"['hemC', 'hemD', 'hemX', 'hemY']","['hemC-', 'hemD-hemX', 'hemX-hemY']",4,43.245449378036504
2267,cyaA,3988974,3991721,0,cyaA - ,['cyaA'],['cyaA-'],1,17.16206489427951
2268,cyaY,3991761,3992105,1,cyaY-,['cyaY'],['cyaY-'],1,27.676301019649287
2269,yzcX,3991872,3992357,0,,['yzcX'],,1,0.6659109567904647
2270,yifL-dapF-yigA-xerC-yigB,3992513,3995921,0,yifL - ,"['yifL', 'dapF', 'yigA', 'xerC', 'yigB']","['yifL-', 'yifL-dapF']",5,48.13795715551255
2271,uvrD,3995929,3998167,0,uvrD - ,['uvrD'],['uvrD-'],1,46.35869937985611
2272,yigE,3998314,3999214,1,yigE-,['yigE'],['yigE-'],1,1.4379507244493681
2273,corA,3999295,4000398,0,corA - ,['corA'],['corA-'],1,51.55372727322876
